image_path,ground_truth,prediction,success,error
../data/validation/Beef Kala Bhuna/a96c927a66e488b1cf5aa3b276ea74d8.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000351.jpg,Beef Kala Bhuna,Nehari,True,
../data/validation/Beef Kala Bhuna/000352.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/hqdefault (2).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000394.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000419.jpg,Beef Kala Bhuna,Mutton,True,
../data/validation/Beef Kala Bhuna/000341.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/maxresdefault (7).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/Kala-Vuna-2008010659.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/images (7) (1).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/6d1c3836f9d25ca7e1008a7ca8e980a3-5d53d16a3329c.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/file.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000285.jpg,Beef Kala Bhuna,Chola Bhuna,True,
../data/validation/Beef Kala Bhuna/images (42).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000293.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000279.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000321.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/maxresdefault (1).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000320.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000280(1).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/kala-vuna.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000295.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000294.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000280.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000323.jpg,Beef Kala Bhuna,Nehari,True,
../data/validation/Beef Kala Bhuna/20863415_1475781699178353_454592912261473506_o.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000299.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000298.jpg,Beef Kala Bhuna,Kabab,True,
../data/validation/Beef Kala Bhuna/000285(1).jpg,Beef Kala Bhuna,Chola Bhuna,True,
../data/validation/Beef Kala Bhuna/118554674_1603502593158711_861681062557687625_n.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000300.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/Beef-Kalo-Bhuna (1).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000288.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000289.jpg,Beef Kala Bhuna,Chana Masala,True,
../data/validation/Beef Kala Bhuna/000373.jpg,Beef Kala Bhuna,Nehari,True,
../data/validation/Beef Kala Bhuna/000429.jpg,Beef Kala Bhuna,Khichuri,True,
../data/validation/Beef Kala Bhuna/000439.jpg,Beef Kala Bhuna,Beef Chap,True,
../data/validation/Beef Kala Bhuna/000374.jpg,Beef Kala Bhuna,Masala,True,
../data/validation/Beef Kala Bhuna/000406.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/images (10).jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000349.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beef Kala Bhuna/000375.jpg,Beef Kala Bhuna,Beef Kala Bhuna,True,
../data/validation/Beguni/000347.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000353.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000306(1).jpg,Beguni,Beguni,True,
../data/validation/Beguni/000380.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000357.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000343.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000340.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000354.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000333.jpg,Beguni,Khichuri,True,
../data/validation/Beguni/000326.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000318.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000324.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000330.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000331.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000319.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000321.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000335.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000309.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000296.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000308.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000336.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000322.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000295.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000294.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000323.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000337.jpg,Beguni,Samosa,True,
../data/validation/Beguni/000306.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000299.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000298.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000339.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000304.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000300.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000314.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000328.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000329.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000302.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000316.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000371.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000364.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000370.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000358.jpg,Beguni,Panta Ilish,True,
../data/validation/Beguni/000366.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000361.jpg,Beguni,Beguni,True,
../data/validation/Beguni/000375.jpg,Beguni,Beguni,True,
../data/validation/Biryani/468847f02863f2b6dc2ea5b87b8a02fe.jpg,Biryani,Biryani,True,
../data/validation/Biryani/ec3e303b55f94bc8961f568a2de64dec.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000225.jpg,Biryani,Biryani,True,
../data/validation/Biryani/chicken-biryani (2).jpg,Biryani,Biryani,True,
../data/validation/Biryani/000233.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000227.jpg,Biryani,Biryani,True,
../data/validation/Biryani/how-to-make-chicken-biryani-500x375.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000226.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000236.jpg,Biryani,Biryani,True,
../data/validation/Biryani/dhaka-biriyani-house-isi-kolkata-restaurants-1tvaqmohki.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000223.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000237.jpg,Biryani,Biryani,True,
../data/validation/Biryani/8391---Omani-Lamb-Biryani_0.jpg,Biryani,Biryani,True,
../data/validation/Biryani/main-qimg-05da831baa3a369773a38148a8e124e3.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000221.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000235.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000209.jpg,Biryani,Biryani,True,
../data/validation/Biryani/3bd6dfaf53e244dfb7f3ee390447a2f8.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000208.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000234.jpg,Biryani,Biryani,True,
../data/validation/Biryani/images (19).jpg,Biryani,Biryani,True,
../data/validation/Biryani/Chicken-Biryani_resized.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000252.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000246.jpg,Biryani,Biryani,True,
../data/validation/Biryani/GettyImages-639704020-5c4a63ecc9e77c00017bfebf.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000244.jpg,Biryani,Biryani,True,
../data/validation/Biryani/India-Restaurant-Biryani.jpg,Biryani,Biryani,True,
../data/validation/Biryani/compressed_chickenrice.jpg,Biryani,Biryani,True,
../data/validation/Biryani/jpg (1).jpg,Biryani,Biryani,True,
../data/validation/Biryani/000255.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000242.jpg,Biryani,Biryani,True,
../data/validation/Biryani/authentic-chicken-biryani-50434132.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000243.jpg,Biryani,Biryani,True,
../data/validation/Biryani/c9754a9196ebe3726543c02211604bec.png,Biryani,Biryani,True,
../data/validation/Biryani/54308405.jpg,Biryani,Biryani,True,
../data/validation/Biryani/kolkata-biryani-fb-feed.jpg,Biryani,Biryani,True,
../data/validation/Biryani/Chicken-biryani-recipe-2.jpg,Biryani,Biryani,True,
../data/validation/Biryani/28-10-2019-09-36-37beef biryan imain.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000260.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000249.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000263.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000262.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000239.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000205.jpg,Biryani,Biryani,True,
../data/validation/Biryani/kolkata-biryani (1).jpg,Biryani,Biryani,True,
../data/validation/Biryani/4894823298_0c014a70d9_b-560x416.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000212.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000206.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000213.jpg,Biryani,Biryani,True,
../data/validation/Biryani/000216.jpg,Biryani,Biryani,True,
../data/validation/Biryani/456a3d785e8f8b513ff9577529442370.jpg,Biryani,Biryani,True,
../data/validation/Biryani/IMG_5438.JPG,Biryani,Biryani,True,
../data/validation/Biryani/Chicken-Biryani-Recipe (2).jpg,Biryani,Biryani,True,
../data/validation/Biryani/000215.jpg,Biryani,Biryani,True,
../data/validation/Biryani/dum-pukht-dubai-1-640x479.jpg,Biryani,Biryani,True,
../data/validation/Chola_bhuna/000153.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000178.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000168.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000130.jpg,Chola_bhuna,Chana Masala,True,
../data/validation/Chola_bhuna/000268.jpg,Chola_bhuna,Daal,True,
../data/validation/Chola_bhuna/000134.jpg,Chola_bhuna,Chickpea,True,
../data/validation/Chola_bhuna/000108.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000138.jpg,Chola_bhuna,Chola_bhuna,True,
../data/validation/Chola_bhuna/000110.jpg,Chola_bhuna,Chana Chaat,True,
../data/validation/Chola_bhuna/000105.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000107.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000115.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000114.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000167.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000164.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000216.jpg,Chola_bhuna,Olkopi Bhorta,True,
../data/validation/Chola_bhuna/000174.jpg,Chola_bhuna,Chola Bhuna,True,
../data/validation/Chola_bhuna/000189.jpg,Chola_bhuna,Chana Masala,True,
../data/validation/Chola_bhuna/000201.jpg,Chola_bhuna,Iftar,True,
../data/validation/Cream Jam/Cream Jam (120).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (116).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (117).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (121).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (130).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (126).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (127).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (131).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (111).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (128).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (112).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (124).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (125).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (113).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (129).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (122).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (118).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (114).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (115).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (119).jpg,Cream Jam,Cream Jam,True,
../data/validation/Cream Jam/Cream Jam (123).jpg,Cream Jam,Cream Jam,True,
../data/validation/Dim Bhuna/maxresdefault (43).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/maxresdefault (55).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/Dim-Bhuna.jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/maxresdefault (35).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/hqdefault (2).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/images (28).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/maxresdefault (39).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/92b4300dc1c92511234352fefc2f7dd1 (1).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/9b6d5e3200c9be5bb92c0f2e43aa510e.jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/12077042_1525091691114900_1553732387_n.jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/hqdefault (9).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/images (39).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/maxresdefault (33).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/hqdefault (4).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/images (37).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/mqdefault (8).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/mqdefault (5).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/download (3).jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Dim Bhuna/dim-vuna.jpg,Dim Bhuna,Dim Bhuna,True,
../data/validation/Doi/000436.jpg,Doi,Beguni,True,
../data/validation/Doi/000409.jpg,Doi,Doi,True,
../data/validation/Doi/000421.jpg,Doi,Doi,True,
../data/validation/Doi/000435.jpg,Doi,Doi,True,
../data/validation/Doi/000384.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (126).jpg,Doi,Doi,True,
../data/validation/Doi/000391.jpg,Doi,Doi,True,
../data/validation/Doi/000385.jpg,Doi,Doi,True,
../data/validation/Doi/000434.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (130).jpg,Doi,Doi,True,
../data/validation/Doi/000430.jpg,Doi,Doi,True,
../data/validation/Doi/000418.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (131).jpg,Doi,Doi,True,
../data/validation/Doi/000395.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (127).jpg,Doi,Doi,True,
../data/validation/Doi/000433.jpg,Doi,Doi,True,
../data/validation/Doi/000427.jpg,Doi,Doi,True,
../data/validation/Doi/000396.jpg,Doi,Doi,True,
../data/validation/Doi/000397.jpg,Doi,Doi,True,
../data/validation/Doi/000432.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (136).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (141).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (140).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (137).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (121).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (134).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (122).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (138).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (142).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (139).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (123).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (135).jpg,Doi,Doi,True,
../data/validation/Doi/000417.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (128).jpg,Doi,Doi,True,
../data/validation/Doi/000416.jpg,Doi,Bakarkhani,True,
../data/validation/Doi/Doi (132).jpg,Doi,Doi,True,
../data/validation/Doi/000428.jpg,Doi,Bakorkhani,True,
../data/validation/Doi/Doi (124).jpg,Doi,Doi,True,
../data/validation/Doi/000415.jpg,Doi,Maggi Noodles,True,
../data/validation/Doi/000429.jpg,Doi,Doi,True,
../data/validation/Doi/000377.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (125).jpg,Doi,Doi,True,
../data/validation/Doi/Doi (133).jpg,Doi,Doi,True,
../data/validation/Doi/000410.jpg,Doi,Doi,True,
../data/validation/Doi/000404.jpg,Doi,Doi,True,
../data/validation/Doi/000412.jpg,Doi,Doi,True,
../data/validation/Doi/000374.jpg,Doi,Doi,True,
../data/validation/Doi/000406.jpg,Doi,Doi,True,
../data/validation/Doi/Doi (129).jpg,Doi,Doi,True,
../data/validation/Doi/000407.jpg,Doi,Doi,True,
../data/validation/Doi/000413.jpg,Doi,Doi,True,
../data/validation/Doi/000375.jpg,Doi,Rezala,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (93).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (85).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (89).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (88).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (84).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (92).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (95).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (83).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (94).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (98).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (97).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (96).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (87).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (91).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (90).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Dudh Puli PItha/Dudh Puli PItha (86).jpg,Dudh Puli PItha,Dudh Puli PItha,True,
../data/validation/Egg_omlete/000542.jpg,Egg_omlete,Caprese Salad,True,
../data/validation/Egg_omlete/000556.jpg,Egg_omlete,Omelette,True,
../data/validation/Egg_omlete/000581.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000595.jpg,Egg_omlete,Doi,True,
../data/validation/Egg_omlete/000594.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000580.jpg,Egg_omlete,Egg curry,True,
../data/validation/Egg_omlete/000557.jpg,Egg_omlete,Egg Omelette,True,
../data/validation/Egg_omlete/000543.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000569.jpg,Egg_omlete,Egg Bhurji,True,
../data/validation/Egg_omlete/000555.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000541.jpg,Egg_omlete,Kichuri,True,
../data/validation/Egg_omlete/000596.jpg,Egg_omlete,Egg Omelette,True,
